ID,credit_score,tenure,balance,number_of_products,has_credit_card,is_active_member,salary,customer_profile,Y
1518,754,7,0.0,2,1,1,65219.85,This customer is a 34-year-old male from France with a credit score of 754.0. He has been a customer for 7.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 65219.8515625.,0
1519,610,4,87262.4,2,1,0,182720.06,"This customer is a 27-year-old female from France with a credit score of 610.0. She has been a customer for 4.0 years and currently has a balance of 87262.3984375. She has 2.0 products with the bank and has a credit card. However, she is not an active member. Her estimated salary is 182720.0625.",0
1520,726,9,0.0,2,0,1,100556.98,This customer is a 35-year-old female from Spain with a credit score of 726.0. She has been a member for 9.0 years and currently has a balance of 0.0. She has 2.0 products with the company but does not have a credit card. She is an active member and has an estimated salary of 100556.9765625.,0
1521,705,5,177799.83,2,0,0,79886.06,This customer is a 24-year-old female from Spain with a credit score of 705.0. She has been a customer for 5.0 years and currently has a balance of 177799.828125. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 79886.0625.,0
1522,659,9,0.0,2,1,1,93155.75,"This customer is a 32-year-old female from France with a credit score of 659.0. She has been a customer for 9.0 years and currently has a balance of 0.0. She has 2.0 products with the bank, including a credit card, and is an active member. Her estimated salary is 93155.75.",0
1523,714,10,0.0,2,1,1,80234.14,"This customer is a 34-year-old male from France with a credit score of 714.0. He has been a customer for 10.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 80234.140625.",0
1524,603,7,127723.25,2,1,0,139469.11,"This customer is a 55-year-old female from Germany with a credit score of 603.0. She has been a customer for 7.0 years and currently has a balance of 127723.25. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 139469.109375.",1
1525,639,0,0.0,2,0,1,42240.54,This customer is a 66-year-old male from France with a credit score of 639.0. He has been a member for 0.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card. He is an active member and has an estimated salary of 42240.5390625.,0
1526,709,5,0.0,2,1,1,81452.29,"This customer is a 38-year-old male from France with a credit score of 709.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 81452.2890625.",0
1527,682,9,0.0,2,1,1,195104.9,This customer is a 30-year-old female from France with a credit score of 682.0. She has been a customer for 9.0 years and currently has a balance of 0.0. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 195104.90625.,0
1528,576,2,100549.43,2,1,1,16644.16,This customer is a 52-year-old male from Spain with a credit score of 576.0. He has been a customer for 2.0 years and currently has a balance of 100549.4296875. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 16644.16015625.,0
1529,555,8,102000.17,1,1,1,116757.0,This customer is a 27-year-old female from France with a credit score of 555.0. She has been a customer for 8.0 years and currently has a balance of 102000.171875. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 116757.0.,0
1530,656,10,167878.5,1,0,1,151887.16,"This customer is a 40-year-old female from Spain with a credit score of 656.0. She has been a member for 10.0 years and has a balance of 167878.5. She currently has 1.0 product with the company and does not have a credit card. However, she is an active member and has an estimated salary of 151887.15625.",0
1531,589,10,110635.32,1,1,0,148218.86,"This customer is a 31-year-old female from France with a credit score of 589.0. She has been a customer for 10.0 years and currently has a balance of 110635.3203125. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 148218.859375.",0
1532,512,0,129804.17,1,1,0,53020.9,"This customer is a 36-year-old male from France with a credit score of 512.0. He has a balance of 129804.171875 and only one product with the bank, which is a credit card. He is not an active member and has been with the bank for 0.0 tenure. His estimated salary is 53020.8984375.",0
1533,651,10,148962.45,1,1,0,66389.43,"This customer is a 34-year-old female from Germany with a credit score of 651.0. She has been a customer for 10.0 years and currently has a balance of 148962.453125. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 66389.4296875.",1
1534,540,1,91869.69,1,0,1,95421.0,"This customer is a 64-year-old male from Germany with a credit score of 540.0. He has been a customer for 1.0 year and has a balance of 91869.6875. He has one product with the bank and does not have a credit card. However, he is an active member and has an estimated salary of 95421.0.",0
1535,850,5,0.0,2,1,0,35034.15,"This customer is a 40-year-old female from France with an excellent credit score of 850.0. She has been a customer for 5.0 years and currently has a balance of 0.0. She has 2.0 products with the company and holds a credit card. However, she is not an active member. Her estimated salary is 35034.1484375.",0
1536,757,8,149085.9,2,1,1,197077.36,"This customer is a 31-year-old male from Germany with a credit score of 757.0. He has been a customer for 8.0 years and currently has a balance of 149085.90625. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 197077.359375.",0
1537,608,6,0.0,1,1,1,126012.57,This customer is a 47-year-old female from France with a credit score of 608.0. She has been a customer for 6.0 years and currently has a balance of 0.0. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 126012.5703125.,0
1538,732,1,154333.81,1,1,1,138527.56,This customer is a 29-year-old female from Germany with a credit score of 732.0. She has been a customer for 1.0 year and has a balance of 154333.8125. She has one product with the company and has a credit card. She is an active member and has an estimated salary of 138527.5625.,0
1539,540,5,116160.23,1,1,0,13411.67,"This customer is a 25-year-old male from France with a credit score of 540.0. He has been a customer for 5.0 years and has a balance of 116160.2265625. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 13411.669921875.",0
1540,753,4,0.0,2,1,1,861.4,"This customer is a 50-year-old female from France with a credit score of 753.0. She has been a member for 4.0 years and currently has 2.0 products with the company, including a credit card. She is an active member and has an estimated salary of 861.4000244140625. Her account balance is currently at 0.0.",0
1541,641,9,132657.55,1,1,0,35367.19,"This customer is a 42-year-old male from Spain with a credit score of 641.0. He has been a customer for 9.0 years and currently has a balance of 132657.546875. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 35367.19140625.",0
1542,569,2,109196.66,3,1,0,109393.19,"This customer is a 35-year-old male from Germany with a credit score of 569.0. He has been a customer for 2.0 years and currently has a balance of 109196.65625. He has 3.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 109393.1875.",1
1543,570,10,176173.52,1,1,0,97045.32,"This customer is a 30-year-old female from France with a credit score of 570.0. She has been a customer for 10.0 years and currently has a balance of 176173.515625. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 97045.3203125.",1
1544,766,6,99208.46,2,1,0,62402.38,"This customer is a 41-year-old male from Spain with a credit score of 766.0. He has been a customer for 6.0 years and currently has a balance of 99208.4609375. He has 2.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 62402.37890625.",0
1545,681,3,66338.68,1,1,1,18772.5,This customer is a 43-year-old male from France with a credit score of 681.0. He has been a customer for 3.0 years and currently has a balance of 66338.6796875. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 18772.5.,1
1546,773,2,103195.2,2,1,0,178268.36,"This customer is a 37-year-old male from Spain with a credit score of 773.0. He has been a customer for 2.0 years and currently has a balance of 103195.203125. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 178268.359375.",0
1547,470,2,101675.22,2,1,0,45033.75,"This customer is a 31-year-old female from Spain with a credit score of 470.0. She has been a customer for 2.0 years and currently has a balance of 101675.21875. She has 2.0 products with the bank and has a credit card. However, she is not an active member. Her estimated salary is 45033.75.",0
1548,714,6,122724.37,1,1,1,67057.27,This customer is a 28-year-old male from France with a credit score of 714.0. He has been a customer for 6.0 years and has a balance of 122724.3671875. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 67057.2734375.,0
1549,732,8,122338.43,2,1,0,187985.84,"This customer is a 34-year-old female from France with a credit score of 732.0. She has been a customer for 8.0 years and currently has a balance of 122338.4296875. She has 2.0 products with the company and has a credit card. However, she is not an active member. Her estimated salary is 187985.84375.",0
1550,516,3,145166.1,2,0,0,111421.45,This customer is a 32-year-old male from Germany with a credit score of 516.0. He has been a customer for 3.0 years and currently has a balance of 145166.09375. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 111421.453125.,0
1551,739,5,89750.21,1,1,0,193008.52,"This customer is a 19-year-old male from Spain with a credit score of 739.0. He has been a customer for 5.0 years and currently has a balance of 89750.2109375. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 193008.515625.",0
1552,551,3,0.0,2,1,1,50578.4,"This customer is a 37-year-old male from France with a credit score of 551.0. He has been a customer for 3.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 50578.3984375.",0
1553,642,5,111183.53,2,0,1,10063.75,This customer is an 18-year-old male from Germany with a credit score of 642.0. He has been a customer for 5.0 years and currently has a balance of 111183.53125. He has 2.0 products with the bank but does not have a credit card. He is an active member and has an estimated salary of 10063.75.,0
1554,841,2,0.0,2,1,0,173240.52,"This customer is a 31-year-old male from France with a credit score of 841.0. He has been a customer for 2.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 173240.515625.",0
1555,587,7,121286.27,1,0,1,6776.92,"This customer is a 62-year-old male from Spain with a credit score of 587.0. He has been a customer for 7.0 years and currently has a balance of 121286.2734375. He only has one product with the bank and does not have a credit card. However, he is an active member and has an estimated salary of 6776.919921875.",0
1556,644,4,95560.04,1,0,0,72628.84,This customer is a 51-year-old female from Germany with a credit score of 644.0. She has been a customer for 4.0 years and currently has a balance of 95560.0390625. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 72628.84375.,1
1557,650,4,0.0,2,0,0,186275.7,This customer is a 39-year-old female from France with a credit score of 650.0. She has been a customer for 4.0 years and currently has a balance of 0.0. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 186275.703125.,0
1558,692,2,0.0,2,1,0,145222.94,"This customer is a 42-year-old female from France with a credit score of 692.0. She has been a customer for 2.0 years and currently has a balance of 0.0. She has 2.0 products with the bank and has a credit card. However, she is not an active member. Her estimated salary is 145222.9375.",0
1559,617,4,137295.19,2,1,1,91195.12,This customer is a 24-year-old female from France with a credit score of 617.0. She has been a customer for 4.0 years and currently has a balance of 137295.1875. She has 2.0 products with the bank and has a credit card. She is an active member and her estimated salary is 91195.1171875.,0
1560,410,2,102278.79,2,1,0,89822.48,"This customer is a 50-year-old female from Germany with a credit score of 410.0. She has been a customer for 2.0 years and currently has a balance of 102278.7890625. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 89822.4765625.",0
1561,766,4,127786.28,2,1,1,28879.3,This customer is a 30-year-old male from Germany with a credit score of 766.0. He has been a customer for 4.0 years and currently has a balance of 127786.28125. He has 2.0 products with the bank and holds a credit card. He is an active member and has an estimated salary of 28879.30078125.,0
1562,584,5,0.0,2,1,0,10956.82,"This customer is a 32-year-old male from Spain with a credit score of 584.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 10956.8203125.",0
1563,628,0,88421.81,1,0,0,72350.47,This customer is a 31-year-old male from France with a credit score of 628.0. He has a balance of 88421.8125 and only one product with the bank. He does not have a credit card and is not an active member. His estimated salary is 72350.46875.,0
1564,477,2,95675.62,2,0,0,162699.7,This customer is a 24-year-old female from Germany with a credit score of 477.0. She has been a customer for 2.0 years and currently has a balance of 95675.6171875. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 162699.703125.,1
1565,720,3,0.0,2,1,1,77047.78,This customer is a 34-year-old male from Spain with a credit score of 720.0. He has been a customer for 3.0 years and currently has a balance of 0.0. He has 2.0 products with the company and has a credit card. He is an active member and has an estimated salary of 77047.78125.,0
1566,620,9,0.0,2,1,0,13133.88,"This customer is a 29-year-old male from Spain with a credit score of 620.0. He has been a customer for 9.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. He is not an active member and has an estimated salary of 13133.8798828125.",0
1567,552,9,133701.06,2,1,0,101069.71,"This customer is a 42-year-old male from France with a credit score of 552.0. He has been a customer for 9.0 years and currently has a balance of 133701.0625. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 101069.7109375.",1
1568,569,3,116969.35,1,0,0,94488.82,This customer is a 35-year-old male from Spain with a credit score of 569.0. He has been with the bank for 3.0 years and has a balance of 116969.3515625. He currently has one product with the bank and does not have a credit card. He is not an active member and has an estimated salary of 94488.8203125.,0
1569,534,9,0.0,2,1,0,161344.12,"This customer is a 27-year-old male from France with a credit score of 534.0. He has been a customer for 9.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 161344.125.",0
1570,626,2,0.0,2,1,1,95794.98,"This customer is a 48-year-old female from Spain with a credit score of 626.0. She has been a member for 2.0 years and currently has 2.0 products with the company, including a credit card. She is an active member and has an estimated salary of 95794.9765625. Her account balance is currently at 0.0.",0
1571,707,9,0.0,2,1,0,126475.79,"This customer is a 32-year-old male from Spain with a credit score of 707.0. He has been a customer for 9.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. Although he is not an active member, his estimated salary is 126,475.79.",0
1572,596,5,0.0,2,0,1,141053.84,This customer is a 41-year-old male from Spain with a credit score of 596.0. He has been a member for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card. He is an active member and has an estimated salary of 141053.84375.,0
1573,828,4,73070.18,2,0,0,161671.16,This customer is a 30-year-old male from France with a credit score of 828.0. He has been a customer for 4.0 years and currently has a balance of 73070.1796875. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 161671.15625.,0
1574,850,9,122506.38,1,0,1,199693.84,"This customer is a 37-year-old male from Germany with a credit score of 850.0. He has been a customer for 9.0 years and has a balance of 122506.3828125. He currently has 1.0 product with the bank and is an active member. Although he does not have a credit card, his estimated salary is 199693.84375.",1
1575,600,5,0.0,2,0,0,118272.07,This customer is a 39-year-old female from France with a credit score of 600.0. She has been a customer for 5.0 years and currently has a balance of 0.0. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 118272.0703125.,0
1576,624,9,74681.9,2,0,0,31231.35,This customer is a 26-year-old male from France with a credit score of 624.0. He has been a customer for 9.0 years and currently has a balance of 74681.8984375. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 31231.349609375.,0
1577,606,3,161572.23,1,0,1,191076.22,"This customer is a 34-year-old male from Spain with a credit score of 606.0. He has been a customer for 3.0 years and currently has a balance of 161572.234375. He has one product with the bank and does not have a credit card. However, he is an active member of the bank. His estimated salary is 191076.21875.",0
1578,613,5,131563.88,2,1,0,170638.98,"This customer is a 30-year-old female from Germany with a credit score of 613.0. She has been a customer for 5.0 years and currently has a balance of 131563.875. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 170638.984375.",0
1579,467,5,0.0,2,1,1,7415.96,"This customer is a 39-year-old male from Spain with a credit score of 467.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 7415.9599609375.",0
1580,615,3,0.0,2,1,1,49872.33,This customer is a 49-year-old male from France with a credit score of 615.0. He has been a customer for 3.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 49872.328125.,0
1581,696,9,150856.8,1,0,1,8236.78,"This customer is a 34-year-old male from France with a credit score of 696.0. He has been a customer for 9.0 years and currently has a balance of 150856.796875. He has one product with the bank and does not have a credit card. However, he is an active member and has an estimated salary of 8236.7802734375.",0
1582,594,6,0.0,1,1,0,19376.56,"This customer is a 57-year-old male from France with a credit score of 594.0. He has been a customer for 6.0 years and currently has a balance of 0.0. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 19376.560546875.",1
1583,690,2,0.0,2,1,1,3149.1,This customer is a 48-year-old female from Spain with a credit score of 690.0. She has been a member for 2.0 years and currently has 2.0 products with a balance of 0.0. She has a credit card and is an active member. Her estimated salary is 3149.10009765625.,0
1584,610,2,0.0,2,1,0,14546.76,"This customer is a 27-year-old female from France with a credit score of 610.0. She has been a customer for 2.0 years and currently has a balance of 0.0. She has 2.0 products with the bank and holds a credit card. However, she is not an active member. Her estimated salary is 14546.759765625.",0
1585,623,2,87116.71,1,1,1,104382.11,This customer is a 50-year-old female from Spain with a credit score of 623.0. She has been a customer for 2.0 years and has a balance of 87116.7109375. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 104382.109375.,0
1586,733,5,125725.02,2,1,1,50783.1,This customer is a 40-year-old male from Germany with a credit score of 733.0. He has been a customer for 5.0 years and currently has a balance of 125725.0234375. He has 2.0 products with the bank and holds a credit card. He is an active member and has an estimated salary of 50783.1015625.,0
1587,762,6,123571.77,3,0,1,57014.17,"This customer is a 46-year-old male from Germany with a credit score of 762.0. He has been a customer for 6.0 years and currently has a balance of 123571.7734375. He has 3.0 products with the bank and is an active member, but does not have a credit card. His estimated salary is 57014.171875.",1
1588,618,5,126473.99,1,1,0,91972.49,"This customer is a 38-year-old male from Spain with a credit score of 618.0. He has been a customer for 5.0 years and currently has a balance of 126473.9921875. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 91972.4921875.",0
1589,703,8,160139.6,2,1,1,79314.1,This customer is a 50-year-old male from France with a credit score of 703.0. He has been a customer for 8.0 years and currently has a balance of 160139.59375. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 79314.1015625.,0
1590,437,2,109161.25,1,1,0,152987.42,"This customer is a 28-year-old male from Spain with a credit score of 437.0. He has been a customer for 2.0 years and has a balance of 109161.25. He currently has 1.0 product with the bank and has a credit card. However, he is not an active member. His estimated salary is 152987.421875.",0
1591,741,5,0.0,1,1,1,38914.51,This customer is a 60-year-old female from France with a credit score of 741.0. She has been a customer for 5.0 years and currently has a balance of 0.0. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 38914.51171875.,0
1592,553,6,144974.55,1,1,1,19344.92,This customer is a 41-year-old male from Spain with a credit score of 553.0. He has been a customer for 6.0 years and has a balance of 144974.546875. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 19344.919921875.,0
1593,684,1,134177.06,1,0,0,177506.66,This customer is a 41-year-old female from Spain with a credit score of 684.0. She has been with the bank for 1.0 year and has a balance of 134177.0625. She currently has 1.0 product with the bank and does not have a credit card. She is not an active member of the bank and has an estimated salary of 177506.65625.,0
1594,731,5,179539.2,1,0,0,112010.02,This customer is a 29-year-old male from France with a credit score of 731.0. He has been a customer for 5.0 years and currently has a balance of 179539.203125. He has one product with the bank and does not have a credit card or active membership. His estimated salary is 112010.0234375.,0
1595,727,3,115248.11,4,1,0,130752.01,"This customer is a 46-year-old male from Germany with a credit score of 727.0. He has been a customer for 3.0 years and currently has a balance of 115248.109375. He holds 4.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 130752.0078125.",1
1596,691,3,103000.94,1,1,1,104648.58,This customer is a 21-year-old male from Spain with a credit score of 691.0. He has been a customer for 3.0 years and has a balance of 103000.9375. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 104648.578125.,0
1597,607,10,106702.94,2,0,0,198313.69,This customer is a 36-year-old male from Germany with a credit score of 607.0. He has been a customer for 10.0 years and currently has a balance of 106702.9375. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 198313.6875.,0
1598,687,4,0.0,2,1,1,50267.69,"This customer is a 72-year-old female from Spain with a credit score of 687.0. She has been a member for 4.0 years and currently has 2.0 products with the bank, including a credit card. She is an active member and has an estimated salary of 50267.69140625. Her account balance is currently at 0.0.",0
1599,464,3,116439.65,1,1,0,75574.48,"This customer is a 38-year-old male from France with a credit score of 464.0. He has been a customer for 3.0 years and currently has a balance of 116439.6484375. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 75574.4765625.",0
1600,745,3,99183.9,1,1,1,28922.25,This customer is a 51-year-old male from Germany with a credit score of 745.0. He has been a customer for 3.0 years and has a balance of 99183.8984375. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 28922.25.,0
1601,439,9,0.0,1,1,0,65535.56,"This customer is a 66-year-old female from France with a credit score of 439.0. She has been a customer for 9.0 years and currently has a balance of 0.0. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 65535.55859375.",0
1602,697,7,0.0,2,1,1,74760.32,"This customer is a 36-year-old male from France with a credit score of 697.0. He has been a customer for 7.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 74760.3203125.",0
1603,669,4,0.0,2,1,1,197594.34,"This customer is a 26-year-old male from France with a credit score of 669.0. He has been a customer for 4.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 197594.34375.",0
1604,716,2,205770.78,2,0,0,65464.66,This customer is a 30-year-old female from Germany with a credit score of 716.0. She has been a customer for 2.0 years and currently has a balance of 205770.78125. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 65464.66015625.,0
1605,714,7,77776.39,1,1,0,177737.06,"This customer is a 28-year-old male from Germany with a credit score of 714.0. He has been a customer for 7.0 years and currently has a balance of 77776.390625. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 177737.0625.",0
1606,660,8,58641.43,1,0,1,198674.08,"This customer is a 35-year-old male from Germany with a credit score of 660.0. He has been a customer for 8.0 years and currently has a balance of 58641.4296875. He has one product with the bank and does not have a credit card. However, he is an active member of the bank. His estimated salary is 198674.078125.",0
1607,621,8,0.0,1,0,0,102806.6,This customer is a 43-year-old female from Spain with a credit score of 621.0. She has been a customer for 8.0 years and currently has a balance of 0.0. She only has one product with the bank and does not have a credit card. She is not an active member but has an estimated salary of 102806.6015625.,0
1608,666,1,85225.21,1,0,1,64511.44,"This customer is a 27-year-old female from France with a credit score of 666.0. She has been a customer for 1.0 year and has a balance of 85225.2109375. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 64511.44140625.",0
1609,676,1,82729.49,1,1,0,113810.12,"This customer is a 36-year-old male from Spain with a credit score of 676.0. He has been a customer for 1.0 year and has a balance of 82729.4921875. He currently has 1.0 product with the bank and has a credit card. However, he is not an active member. His estimated salary is 113810.1171875.",0
1610,616,7,193213.02,2,1,1,137392.77,This customer is a 44-year-old female from Spain with a credit score of 616.0. She has been a customer for 7.0 years and currently has a balance of 193213.015625. She has 2.0 products with the bank and holds a credit card. She is an active member and has an estimated salary of 137392.765625.,0
1611,747,7,0.0,2,1,1,141706.44,"This customer is a 29-year-old male from France with a credit score of 747.0. He has been a customer for 7.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 141706.4375.",0
1612,643,0,148159.7,1,0,0,55835.66,This customer is a 36-year-old male from France with a credit score of 643.0. He has a balance of 148159.703125 and only one product with the bank. He does not have a credit card and is not an active member. His estimated salary is 55835.66015625.,0
1613,618,1,133245.52,2,1,1,54495.82,"This customer is a 40-year-old female from Germany with a credit score of 618.0. She has been a customer for 1.0 year and currently has a balance of 133245.515625. She has 2.0 products with the bank, including a credit card, and is an active member. Her estimated salary is 54495.8203125.",0
1614,612,5,0.0,3,0,0,151256.22,This customer is a 41-year-old male from France with a credit score of 612.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 3.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 151256.21875.,0
1615,850,3,0.0,2,0,1,179360.77,This customer is a 38-year-old female from Spain with an excellent credit score of 850.0. She has been a member for 3.0 years and is an active member. She currently has 2.0 products with the bank but does not have a credit card. Her estimated salary is 179360.765625 and her balance is currently at 0.0.,0
1616,602,6,158414.84,1,1,1,131886.45,This customer is a 42-year-old female from Germany with a credit score of 602.0. She has been a customer for 6.0 years and has a balance of 158414.84375. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 131886.453125.,0
1617,543,4,138317.94,1,0,0,61843.73,This customer is a 31-year-old female from France with a credit score of 543.0. She has been a customer for 4.0 years and currently has a balance of 138317.9375. She only has one product with the bank and does not have a credit card. She is not an active member and her estimated salary is 61843.73046875.,0
1618,658,1,0.0,2,0,1,84927.42,This customer is a 36-year-old male from Spain with a credit score of 658.0. He has been a member for 1.0 year and currently has 2.0 products with a balance of 0.0. He does not have a credit card but is an active member. His estimated salary is 84927.421875.,0
1619,712,7,77919.78,1,1,0,122547.58,"This customer is a 29-year-old female from Spain with a credit score of 712.0. She has been a customer for 7.0 years and currently has a balance of 77919.78125. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 122547.578125.",0
1620,629,1,130666.2,1,1,1,161125.67,This customer is a 46-year-old male from France with a credit score of 629.0. He has been a customer for 1.0 year and has a balance of 130666.203125. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 161125.671875.,1
1621,738,5,0.0,2,1,1,96881.32,This customer is a 36-year-old male from Spain with a credit score of 738.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 96881.3203125.,0
1622,445,2,137655.31,1,0,1,29909.84,"This customer is a 61-year-old female from Germany with a credit score of 445.0. She has been a customer for 2.0 years and currently has a balance of 137655.3125. She only has one product with the bank and does not have a credit card. However, she is an active member and her estimated salary is 29909.83984375.",0
1623,558,6,0.0,1,1,1,143585.3,This customer is a 41-year-old female from France with a credit score of 558.0. She has been a customer for 6.0 years and currently has a balance of 0.0. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 143585.296875.,1
1624,746,9,127157.04,1,1,1,155700.16,This customer is a 36-year-old male from France with a credit score of 746.0. He has been a customer for 9.0 years and has a balance of 127157.0390625. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 155700.15625.,0
1625,664,2,0.0,1,1,1,177423.02,This customer is a 46-year-old male from France with a credit score of 664.0. He has been a customer for 2.0 years and currently has a balance of 0.0. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 177423.015625.,1
1626,793,3,141806.45,1,1,0,102921.17,"This customer is a 41-year-old female from France with a credit score of 793.0. She has been a customer for 3.0 years and currently has a balance of 141806.453125. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 102921.171875.",0
1627,507,4,0.0,2,1,1,60688.38,This customer is a 34-year-old female from Spain with a credit score of 507.0. She has been a member for 4.0 years and currently has a balance of 0.0. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 60688.37890625.,0
1628,653,9,0.0,2,1,0,96429.29,"This customer is a 27-year-old female from France with a credit score of 653.0. She has been a customer for 9.0 years and currently has a balance of 0.0. She has 2.0 products with the bank and holds a credit card. However, she is not an active member. Her estimated salary is 96429.2890625.",0
1629,850,2,128647.98,2,0,0,54416.18,This customer is a 32-year-old male from Germany with an excellent credit score of 850.0. He has been a customer for 2.0 years and currently has a high balance of 128647.9765625. He has two products with the bank but does not have a credit card and is not an active member. His estimated salary is 54416.1796875.,0
1630,720,10,110822.9,1,0,0,72861.94,This customer is a 43-year-old female from Germany with a credit score of 720.0. She has been a customer for 10.0 years and currently has a balance of 110822.8984375. She has one product with the bank and does not have a credit card. She is not an active member and her estimated salary is 72861.9375.,0
1631,509,2,0.0,1,0,0,168460.12,This customer is a 38-year-old male from Spain with a credit score of 509.0. He has been a customer for 2.0 years and currently has a balance of 0.0. He only has one product with the bank and does not have a credit card. He is not an active member but has an estimated salary of 168460.125.,0
1632,476,6,111871.93,1,0,0,112132.86,This customer is a 32-year-old female from France with a credit score of 476.0. She has been a customer for 6.0 years and currently has a balance of 111871.9296875. She only has one product with the bank and does not have a credit card. She is not an active member but has an estimated salary of 112132.859375.,0
1633,559,2,0.0,2,0,1,137961.4,This customer is a 48-year-old female from France with a credit score of 559.0. She has been a member for 2.0 years and currently has a balance of 0.0. She has 2.0 products with the company but does not have a credit card. She is an active member and has an estimated salary of 137961.40625.,0
