ID,credit_score,tenure,balance,number_of_products,has_credit_card,is_active_member,salary,customer_profile,Y
565,591,3,0.0,2,0,1,198926.36,This customer is a 43-year-old male from France with a credit score of 591.0. He has been a customer for 3.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card. He is an active member and has an estimated salary of 198926.359375.,0
566,432,9,152603.45,1,1,0,110265.24,"This customer is a 42-year-old male from France with a credit score of 432.0. He has been a customer for 9.0 years and has a balance of 152603.453125. He currently has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 110265.2421875.",0
567,545,1,88293.13,2,1,1,24302.95,This customer is a 38-year-old male from France with a credit score of 545.0. He has been a customer for 1.0 year and currently has a balance of 88293.1328125. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 24302.94921875.,0
568,826,4,115285.85,1,1,0,140126.17,"This customer is a 55-year-old male from France with a credit score of 826.0. He has been a customer for 4.0 years and currently has a balance of 115285.8515625. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 140126.171875.",0
569,778,3,141803.77,1,0,1,179421.84,This customer is a 37-year-old male from France with a credit score of 778.0. He has been a customer for 3.0 years and has a balance of 141803.765625. He currently has one product with the bank and does not have a credit card. He is an active member and has an estimated salary of 179421.84375.,0
570,718,6,0.0,2,1,0,146875.86,"This customer is a 28-year-old male from Spain with a credit score of 718.0. He has been a customer for 6.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. He is not an active member but has an estimated salary of 146875.859375.",0
571,847,5,111743.43,1,1,1,183584.14,This customer is a 35-year-old female from Germany with a credit score of 847.0. She has been a customer for 5.0 years and has a balance of 111743.4296875. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 183584.140625.,0
572,778,8,104291.41,2,1,1,117507.11,"This customer is a 40-year-old male from Spain with a credit score of 778.0. He has been a customer for 8.0 years and currently has a balance of 104291.40625. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 117507.109375.",0
573,538,4,80380.24,1,1,0,119216.46,"This customer is a 42-year-old female from Germany with a credit score of 538.0. She has been a customer for 4.0 years and currently has a balance of 80380.2421875. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 119216.4609375.",0
574,765,9,91835.16,1,0,0,138280.17,This customer is a 34-year-old male from France with a credit score of 765.0. He has been a customer for 9.0 years and currently has a balance of 91835.15625. He has one product with the bank and does not have a credit card or active membership. His estimated salary is 138280.171875.,0
575,617,9,0.0,2,1,0,118749.58,"This customer is a 34-year-old male from Spain with a credit score of 617.0. He has been a customer for 9.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. He is not an active member but has an estimated salary of 118749.578125.",0
576,486,9,115217.99,2,1,0,144995.33,"This customer is a 37-year-old male from Germany with a credit score of 486.0. He has been a customer for 9.0 years and currently has a balance of 115217.9921875. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 144995.328125.",0
577,749,7,0.0,2,0,0,80134.65,This customer is a 36-year-old male from Spain with a credit score of 749.0. He has been a customer for 7.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 80134.6484375.,0
578,743,7,0.0,1,1,0,163736.1,This customer is a 41-year-old male from Spain with a credit score of 743.0. He has been a customer for 7.0 years and currently has a balance of 0.0. He has one product with the bank and has a credit card. He is not an active member but has an estimated salary of 163736.09375.,0
579,489,1,131441.52,1,1,0,37240.11,"This customer is a 52-year-old female from Germany with a credit score of 489.0. She has been a customer for 1.0 year and has a balance of 131441.515625. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 37240.109375.",0
580,724,8,172192.48,1,1,1,136902.02,This customer is a 54-year-old male from Germany with a credit score of 724.0. He has been a customer for 8.0 years and has a balance of 172192.484375. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 136902.015625.,0
581,629,2,129669.32,2,1,0,82774.07,"This customer is a 39-year-old male from France with a credit score of 629.0. He has been a customer for 2.0 years and currently has a balance of 129669.3203125. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 82774.0703125.",0
582,468,1,111681.98,2,1,1,195711.16,"This customer is a 29-year-old male from Germany with a credit score of 468.0. He has been a customer for 1.0 year and has a balance of 111681.9765625. He currently has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 195711.15625.",0
583,745,7,132944.53,1,1,1,31802.92,This customer is a 34-year-old male from Spain with a credit score of 745.0. He has been a customer for 7.0 years and has a balance of 132944.53125. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 31802.919921875.,0
584,638,3,145860.98,1,1,1,142763.52,This customer is a 43-year-old female from France with a credit score of 638.0. She has been a customer for 3.0 years and has a balance of 145860.984375. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 142763.515625.,0
585,636,1,84055.43,1,0,0,37490.84,This customer is a 34-year-old male from France with a credit score of 636.0. He has been with the bank for 1.0 year and has a balance of 84055.4296875. He currently has 1.0 product with the bank and does not have a credit card. He is not an active member and has an estimated salary of 37490.83984375.,0
586,665,2,147435.95,1,0,0,187508.06,This customer is a 27-year-old female from Germany with a credit score of 665.0. She has been a customer for 2.0 years and currently has a balance of 147435.953125. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 187508.0625.,0
587,692,4,109699.08,1,1,1,37898.91,This customer is a 34-year-old female from Spain with a credit score of 692.0. She has been a customer for 4.0 years and currently has a balance of 109699.078125. She has one product with the bank and has a credit card. She is an active member and her estimated salary is 37898.91015625.,0
588,508,10,0.0,1,1,1,175749.36,This customer is a 54-year-old male from Spain with a credit score of 508.0. He has been a customer for 10.0 years and currently has a balance of 0.0. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 175749.359375.,0
589,711,9,128793.63,1,1,0,19262.05,"This customer is a 26-year-old male from Germany with a credit score of 711.0. He has been a customer for 9.0 years and currently has a balance of 128793.6328125. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 19262.05078125.",0
590,722,2,0.0,1,0,0,120906.83,This customer is a 37-year-old male from France with a credit score of 722.0. He has been with the bank for 2.0 years and currently has a balance of 0.0. He has one product with the bank and does not have a credit card. He is not an active member of the bank. His estimated salary is 120906.828125.,0
591,658,7,140260.36,2,1,0,2748.72,"This customer is a 43-year-old female from France with a credit score of 658.0. She has been a customer for 7.0 years and currently has a balance of 140260.359375. She has 2.0 products with the bank and holds a credit card. However, she is not an active member. Her estimated salary is 2748.719970703125.",0
592,756,5,101641.14,2,0,1,154460.69,This customer is a 26-year-old female from France with a credit score of 756.0. She has been a customer for 5.0 years and currently has a balance of 101641.140625. She has 2.0 products with the bank but does not have a credit card. She is an active member and has an estimated salary of 154460.6875.,0
593,556,0,115915.53,2,0,1,125435.47,"This customer is a 42-year-old male from Germany with a credit score of 556.0. He has been a member for 0.0 years and currently has a balance of 115915.53125. He has two products with the company and is an active member, but does not have a credit card. His estimated salary is 125435.46875.",0
594,492,1,144591.95,1,1,1,196293.77,This customer is a 29-year-old male from France with a credit score of 492.0. He has been a customer for 1.0 year and has a balance of 144591.953125. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 196293.765625.,0
595,760,0,77992.97,2,1,1,97906.38,"This customer is a 42-year-old male from Germany with a credit score of 760.0. He has a balance of 77992.96875 and holds two products with the bank, including a credit card. He is an active member and has an estimated salary of 97906.3828125.",0
596,532,5,0.0,2,0,1,6761.84,This customer is a 37-year-old female from Spain with a credit score of 532.0. She has been a member for 5.0 years and currently has a balance of 0.0. She has 2.0 products with the company but does not have a credit card. She is an active member and has an estimated salary of 6761.83984375.,0
597,583,3,238387.56,1,0,1,147964.98,"This customer is a 57-year-old female from France with a credit score of 583.0. She has been a customer for 3.0 years and currently has a balance of 238387.5625. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 147964.984375.",0
598,690,1,144027.8,1,1,1,108731.02,This customer is a 54-year-old female from Germany with a credit score of 690.0. She has been a customer for 1.0 year and has a balance of 144027.796875. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 108731.0234375.,0
599,723,4,0.0,2,1,1,123885.88,"This customer is a 28-year-old male from France with a credit score of 723.0. He has been a customer for 4.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 123885.8828125.",0
600,518,4,113625.93,1,0,0,92727.42,This customer is a 46-year-old male from Germany with a credit score of 518.0. He has been a customer for 4.0 years and currently has a balance of 113625.9296875. He only has one product with the bank and does not have a credit card. He is not an active member and his estimated salary is 92727.421875.,0
601,551,7,129717.3,2,0,0,86937.2,This customer is a 35-year-old male from France with a credit score of 551.0. He has been a customer for 7.0 years and currently has a balance of 129717.296875. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 86937.203125.,0
602,534,5,170600.78,1,0,1,5240.53,"This customer is a 34-year-old male from Spain with a credit score of 534.0. He has been a customer for 5.0 years and currently has a balance of 170600.78125. He has one product with the bank and does not have a credit card. However, he is an active member of the bank. His estimated salary is 5240.52978515625.",0
603,802,5,0.0,2,1,1,175043.69,"This customer is a 40-year-old male from Spain with a credit score of 802.0. He has been a member for 5.0 years and has 2.0 products with the bank, including a credit card. He is an active member and has an estimated salary of 175043.6875. His current balance is 0.0.",0
604,596,5,140187.1,2,1,1,174311.3,This customer is a 47-year-old male from Germany with a credit score of 596.0. He has been a customer for 5.0 years and currently has a balance of 140187.09375. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 174311.296875.,0
605,641,2,146193.6,2,1,1,55796.83,This customer is a 33-year-old male from France with a credit score of 641.0. He has been a customer for 2.0 years and currently has a balance of 146193.59375. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 55796.828125.,0
606,613,9,142765.23,2,1,0,34749.65,"This customer is a 45-year-old female from Germany with a credit score of 613.0. She has been a customer for 9.0 years and currently has a balance of 142765.234375. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 34749.6484375.",0
607,569,2,0.0,2,1,0,134272.56,"This customer is a 41-year-old male from Spain with a credit score of 569.0. He has been a customer for 2.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 134272.5625.",0
608,796,1,99745.95,1,1,0,177524.19,"This customer is a 40-year-old female from Germany with a credit score of 796.0. She has a high estimated salary of 177524.1875 and a significant balance of 99745.953125. She has one product with the bank, which is a credit card. However, she is not an active member of the bank and has only been a customer for one year.",0
609,694,9,0.0,2,1,1,26960.31,This customer is a 30-year-old female from France with a credit score of 694.0. She has been a customer for 9.0 years and currently has a balance of 0.0. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 26960.310546875.,0
610,453,4,131834.77,2,1,0,8949.2,"This customer is a 37-year-old female from France with a credit score of 453.0. She has been a customer for 4.0 years and currently has a balance of 131834.765625. She has 2.0 products with the bank and has a credit card. However, she is not an active member. Her estimated salary is 8949.2001953125.",0
611,634,2,87413.19,1,1,0,63340.65,"This customer is a 24-year-old female from France with a credit score of 634.0. She has been a customer for 2.0 years and currently has a balance of 87413.1875. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 63340.6484375.",0
612,797,8,0.0,1,0,0,125110.02,This customer is a 45-year-old male from France with a credit score of 797.0. He has been a customer for 8.0 years and currently has a balance of 0.0. He only has one product with the bank and does not have a credit card or active membership. His estimated salary is 125110.0234375.,0
613,649,8,110783.28,1,1,1,71420.16,This customer is a 47-year-old female from Spain with a credit score of 649.0. She has been a customer for 8.0 years and has a balance of 110783.28125. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 71420.15625.,0
614,526,3,122726.56,1,1,1,46772.36,This customer is a 34-year-old male from Germany with a credit score of 526.0. He has been a customer for 3.0 years and has a balance of 122726.5625. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 46772.359375.,0
615,650,4,214346.95,2,1,0,128815.33,"This customer is a 26-year-old male from Germany with a credit score of 650.0. He has been a customer for 4.0 years and currently has a balance of 214346.953125. He has 2.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 128815.328125.",0
616,673,4,0.0,2,0,0,163563.06,This customer is a 37-year-old male from France with a credit score of 673.0. He has been a customer for 4.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 163563.0625.,0
617,487,4,135070.58,2,1,1,44244.49,"This customer is a 46-year-old female from Germany with a credit score of 487.0. She has been a customer for 4.0 years and currently has a balance of 135070.578125. She has 2.0 products with the bank, including a credit card, and is an active member. Her estimated salary is 44244.48828125.",0
618,618,9,44301.43,3,1,1,89729.3,"This customer is a 49-year-old female from France with a credit score of 618.0. She has been a customer for 9.0 years and currently has a balance of 44301.4296875. She has 3.0 products with the bank, including a credit card, and is an active member. Her estimated salary is 89729.296875.",0
619,653,6,107751.68,2,1,1,33389.42,This customer is a 27-year-old female from Spain with a credit score of 653.0. She has been a customer for 6.0 years and currently has a balance of 107751.6796875. She has 2.0 products with the bank and has a credit card. She is an active member and her estimated salary is 33389.421875.,0
620,521,2,0.0,2,1,1,86372.24,This customer is a 37-year-old male from France with a credit score of 521.0. He has been a customer for 2.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and holds a credit card. He is an active member and has an estimated salary of 86372.2421875.,0
621,629,9,123948.85,1,1,0,76053.07,"This customer is a 38-year-old female from Germany with a credit score of 629.0. She has been a customer for 9.0 years and currently has a balance of 123948.8515625. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 76053.0703125.",0
622,581,2,127913.71,2,1,1,44205.95,This customer is a 41-year-old male from Germany with a credit score of 581.0. He has been a customer for 2.0 years and currently has a balance of 127913.7109375. He has 2.0 products with the bank and has a credit card. He is an active member and his estimated salary is 44205.94921875.,0
623,469,9,113599.42,1,0,0,11950.29,This customer is a 38-year-old male from Germany with a credit score of 469.0. He has been a customer for 9.0 years and currently has a balance of 113599.421875. He only has one product with the bank and does not have a credit card. He is not an active member and has an estimated salary of 11950.2900390625.,0
624,512,3,176666.62,1,1,0,94670.77,"This customer is a 33-year-old male from Spain with a credit score of 512.0. He has been a customer for 3.0 years and has a balance of 176666.625. He currently has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 94670.7734375.",0
625,634,5,115345.86,2,0,0,168781.8,This customer is a 37-year-old male from France with a credit score of 634.0. He has been a customer for 5.0 years and currently has a balance of 115345.859375. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 168781.796875.,0
626,577,6,179852.27,1,1,0,193580.31,"This customer is a 48-year-old male from Spain with a credit score of 577.0. He has been a customer for 6.0 years and currently has a balance of 179852.265625. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 193580.3125.",0
627,746,8,142382.03,1,1,1,62086.62,This customer is a 47-year-old male from France with a credit score of 746.0. He has been a customer for 8.0 years and has a balance of 142382.03125. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 62086.62109375.,0
628,663,7,0.0,2,1,1,180427.23,"This customer is a 34-year-old male from France with a credit score of 663.0. He has been a customer for 7.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 180427.234375.",0
629,704,6,166594.78,1,1,1,155823.2,This customer is a 23-year-old male from France with a credit score of 704.0. He has been a customer for 6.0 years and has a balance of 166594.78125. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 155823.203125.,0
630,679,8,77373.87,2,0,1,174873.1,"This customer is a 37-year-old female from Germany with a credit score of 679.0. She has been a customer for 8.0 years and currently has a balance of 77373.8671875. She has 2.0 products with the bank and is an active member, but does not have a credit card. Her estimated salary is 174873.09375.",0
631,688,8,146133.39,1,1,1,175296.77,This customer is a 26-year-old male from Germany with a credit score of 688.0. He has been a customer for 8.0 years and has a balance of 146133.390625. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 175296.765625.,0
632,645,8,0.0,2,0,0,96864.36,This customer is a 39-year-old male from France with a credit score of 645.0. He has been a customer for 8.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 96864.359375.,0
633,581,1,0.0,2,1,0,104272.04,"This customer is a 46-year-old female from Spain with a credit score of 581.0. She has been a customer for 1.0 year and currently has a balance of 0.0. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 104272.0390625.",0
634,622,7,101486.96,1,1,1,8788.35,This customer is a 29-year-old male from France with a credit score of 622.0. He has been a customer for 7.0 years and has a balance of 101486.9609375. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 8788.349609375.,0
635,701,9,140236.98,1,0,1,146651.98,"This customer is a 39-year-old male from France with a credit score of 701.0. He has been a customer for 9.0 years and currently has a balance of 140236.984375. He has one product with the bank and is an active member. Although he does not have a credit card with the bank, his estimated salary is 146651.984375.",0
636,676,5,0.0,2,0,1,157888.5,This customer is a 30-year-old female from Spain with a credit score of 676.0. She has been a member for 5.0 years and currently has 2.0 products with a balance of 0.0. She does not have a credit card but is an active member. Her estimated salary is 157888.5.,0
637,618,5,96652.86,1,1,0,98686.4,"This customer is a 37-year-old female from France with a credit score of 618.0. She has been a customer for 5.0 years and currently has a balance of 96652.859375. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 98686.3984375.",0
638,724,5,83888.54,1,0,1,34121.81,"This customer is a 45-year-old male from Spain with a credit score of 724.0. He has been a customer for 5.0 years and currently has a balance of 83888.5390625. He has one product with the bank and does not have a credit card. However, he is an active member of the bank. His estimated salary is 34121.80859375.",0
639,701,0,150844.94,1,0,1,127623.36,This customer is a 41-year-old male from Germany with a credit score of 701.0. He has a balance of 150844.9375 and has been a customer for 0.0 years with only one product. He does not have a credit card but is an active member. His estimated salary is 127623.359375.,0
640,623,1,83325.77,1,0,1,80828.78,"This customer is a 44-year-old male from Spain with a credit score of 623.0. He has been a customer for 1.0 year and currently has a balance of 83325.7734375. He has one product with the company and does not have a credit card. However, he is an active member and has an estimated salary of 80828.78125.",0
641,850,0,141829.67,1,1,1,92748.16,"This customer is a 39-year-old male from Spain with a credit score of 850.0. He has a high estimated salary of 92748.15625 and a substantial balance of 141829.671875. He has one product with the bank and is an active member with a credit card. Despite being a new customer with a tenure of 0.0, his financial stability and creditworthiness make him an ideal candidate for additional financial products and services.",0
642,556,8,168522.38,1,1,1,151310.16,This customer is a 48-year-old female from Spain with a credit score of 556.0. She has been a customer for 8.0 years and has a balance of 168522.375. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 151310.15625.,0
643,561,7,152759.0,2,1,0,133167.11,"This customer is a 56-year-old male from France with a credit score of 561.0. He has been a customer for 7.0 years and currently has a balance of 152759.0. He has 2.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 133167.109375.",0
644,628,7,0.0,3,1,0,85890.75,"This customer is a 55-year-old female from Spain with a credit score of 628.0. She has been a customer for 7.0 years and currently has a balance of 0.0. She has 3.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 85890.75.",0
645,650,8,108881.73,1,1,0,104492.83,"This customer is a 24-year-old male from Spain with a credit score of 650.0. He has been a customer for 8.0 years and currently has a balance of 108881.7265625. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 104492.828125.",0
646,576,9,119530.52,1,1,0,119056.68,"This customer is a 44-year-old male from Germany with a credit score of 576.0. He has been a customer for 9.0 years and currently has a balance of 119530.5234375. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 119056.6796875.",0
647,673,8,133444.97,1,0,1,5708.19,"This customer is a 44-year-old female from France with a credit score of 673.0. She has been a customer for 8.0 years and currently has a balance of 133444.96875. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 5708.18994140625.",0
648,751,8,0.0,2,0,0,17550.49,This customer is a 31-year-old male from France with a credit score of 751.0. He has been a customer for 8.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 17550.490234375.,0
649,618,2,0.0,4,0,0,111097.39,This customer is a 42-year-old female from France with a credit score of 618.0. She has been a customer for 2.0 years and currently has a balance of 0.0. She has 4.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 111097.390625.,0
650,671,7,106603.74,2,1,1,26387.71,This customer is a 34-year-old male from France with a credit score of 671.0. He has been a customer for 7.0 years and currently has a balance of 106603.7421875. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 26387.7109375.,0
651,638,1,0.0,2,1,0,165370.66,"This customer is a 35-year-old male from Spain with a credit score of 638.0. He has been a customer for 1.0 year and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. He is not an active member but has an estimated salary of 165370.65625.",0
652,772,10,96032.22,1,1,1,75825.57,This customer is a 41-year-old male from Spain with a credit score of 772.0. He has been a customer for 10.0 years and currently has a balance of 96032.21875. He has one product with the company and has a credit card. He is an active member and has an estimated salary of 75825.5703125.,0
653,639,5,136526.27,2,1,0,59653.03,"This customer is a 35-year-old female from Spain with a credit score of 639.0. She has been a customer for 5.0 years and currently has a balance of 136526.265625. She has 2.0 products with the bank and has a credit card. However, she is not an active member. Her estimated salary is 59653.03125.",0
654,691,6,0.0,2,1,1,100408.31,This customer is a 33-year-old female from France with a credit score of 691.0. She has been a customer for 6.0 years and currently has a balance of 0.0. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 100408.3125.,0
655,599,3,0.0,1,1,1,130086.47,This customer is a 31-year-old female from Spain with a credit score of 599.0. She has been a member for 3.0 years and has a balance of 0.0. She currently has 1.0 product and a credit card. She is an active member and has an estimated salary of 130086.46875.,0
656,670,8,126679.69,1,1,1,39451.09,This customer is a 33-year-old male from France with a credit score of 670.0. He has been a customer for 8.0 years and has a balance of 126679.6875. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 39451.08984375.,0
657,669,1,103873.39,1,1,0,148611.52,"This customer is a 42-year-old female from Germany with a credit score of 669.0. She has a balance of 103873.390625 and only one product with the bank, which is a credit card. She has been a customer for 1.0 year but is not an active member. Her estimated salary is 148611.515625.",0
658,762,5,134204.67,1,1,1,139971.02,This customer is a 43-year-old female from Spain with a credit score of 762.0. She has been a customer for 5.0 years and has a balance of 134204.671875. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 139971.015625.,0
659,779,2,75470.23,1,1,1,52894.01,This customer is a 40-year-old female from Germany with a credit score of 779.0. She has been a customer for 2.0 years and has a balance of 75470.2265625. She has one product with the company and has a credit card. She is an active member and has an estimated salary of 52894.01171875.,0
660,614,6,128100.28,1,0,0,69454.24,This customer is a 35-year-old female from Germany with a credit score of 614.0. She has been a customer for 6.0 years and currently has a balance of 128100.28125. She only has one product with the bank and does not have a credit card. She is not an active member and her estimated salary is 69454.2421875.,0
661,726,6,99906.19,1,1,0,64323.24,"This customer is a 48-year-old female from Spain with a credit score of 726.0. She has been a customer for 6.0 years and currently has a balance of 99906.1875. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 64323.23828125.",0
662,522,3,95022.57,1,1,1,129107.59,This customer is a 37-year-old female from Germany with a credit score of 522.0. She has been a customer for 3.0 years and currently has a balance of 95022.5703125. She has one product with the bank and has a credit card. She is an active member and her estimated salary is 129107.59375.,0
663,506,8,119152.1,2,1,1,170679.73,This customer is a 59-year-old male from Germany with a credit score of 506.0. He has been a customer for 8.0 years and currently has a balance of 119152.1015625. He has 2.0 products with the bank and has a credit card. He is an active member and has an estimated salary of 170679.734375.,0
664,529,7,99842.5,2,1,0,90256.06,"This customer is a 38-year-old male from Spain with a credit score of 529.0. He has been a customer for 7.0 years and currently has a balance of 99842.5. He has 2.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 90256.0625.",0
665,773,10,126979.75,1,0,0,36823.28,This customer is a 34-year-old male from Germany with a credit score of 773.0. He has been a customer for 10.0 years and currently has a balance of 126979.75. He has one product with the bank and does not have a credit card or active membership. His estimated salary is 36823.28125.,0
666,646,7,96558.66,1,0,0,163427.19,This customer is a 37-year-old female from France with a credit score of 646.0. She has been a customer for 7.0 years and currently has a balance of 96558.65625. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 163427.1875.,0
667,549,6,124829.16,1,0,1,93551.36,"This customer is a 49-year-old female from Germany with a credit score of 549.0. She has been a customer for 6.0 years and currently has a balance of 124829.15625. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 93551.359375.",0
668,640,6,84719.13,2,1,1,113048.79,This customer is a 33-year-old female from France with a credit score of 640.0. She has been a customer for 6.0 years and currently has a balance of 84719.1328125. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 113048.7890625.,0
669,743,2,131935.52,1,1,1,96399.67,This customer is a 65-year-old male from Germany with a credit score of 743.0. He has been a customer for 2.0 years and has a balance of 131935.515625. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 96399.671875.,0
670,661,3,133964.3,1,1,1,166187.1,This customer is a 31-year-old female from France with a credit score of 661.0. She has been a customer for 3.0 years and has a balance of 133964.296875. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 166187.09375.,0
671,603,6,128993.76,2,1,0,130483.56,"This customer is a 35-year-old male from France with a credit score of 603.0. He has been a customer for 6.0 years and currently has a balance of 128993.7578125. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 130483.5625.",0
672,617,3,119024.75,2,1,0,35199.24,"This customer is a 58-year-old female from Germany with a credit score of 617.0. She has been a customer for 3.0 years and currently has a balance of 119024.75. She has 2.0 products with the bank and holds a credit card. However, she is not an active member. Her estimated salary is 35199.23828125.",0
673,660,5,131754.11,2,1,1,38761.61,This customer is a 40-year-old male from France with a credit score of 660.0. He has been a customer for 5.0 years and currently has a balance of 131754.109375. He has 2.0 products with the bank and holds a credit card. He is an active member and has an estimated salary of 38761.609375.,0
674,675,6,68065.8,1,0,0,138777.0,This customer is a 38-year-old female from France with a credit score of 675.0. She has been a customer for 6.0 years and currently has a balance of 68065.796875. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 138777.0.,0
675,667,8,190227.45,1,1,0,97508.04,"This customer is a 43-year-old male from France with a credit score of 667.0. He has been a customer for 8.0 years and currently has a balance of 190227.453125. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 97508.0390625.",0
676,592,5,137222.77,1,0,0,39608.58,This customer is a 28-year-old male from France with a credit score of 592.0. He has been a customer for 5.0 years and currently has a balance of 137222.765625. He only has one product with the bank and does not have a credit card. He is not an active member and has an estimated salary of 39608.578125.,0
677,589,8,92219.21,1,1,0,99106.97,"This customer is a 38-year-old male from Germany with a credit score of 589.0. He has been a customer for 8.0 years and currently has a balance of 92219.2109375. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 99106.96875.",0
678,677,0,111213.64,2,1,1,147578.27,"This customer is a 39-year-old female from Germany with a credit score of 677.0. She has a balance of 111213.640625 and holds two products with the bank, including a credit card. She is an active member and has an estimated salary of 147578.265625.",0
679,709,8,0.0,2,1,1,69676.55,"This customer is a 36-year-old female from France with a credit score of 709.0. She has been a customer for 8.0 years and currently has a balance of 0.0. She has 2.0 products with the company, including a credit card, and is an active member. Her estimated salary is 69676.546875.",0
680,593,7,98752.51,1,1,0,145560.38,"This customer is a 46-year-old female from France with a credit score of 593.0. She has been a customer for 7.0 years and currently has a balance of 98752.5078125. She has one product with the company and has a credit card. However, she is not an active member. Her estimated salary is 145560.375.",0
681,493,8,178317.6,1,0,0,197428.64,This customer is a 35-year-old female from Germany with a credit score of 493.0. She has been a customer for 8.0 years and currently has a balance of 178317.59375. She only has one product with the bank and does not have a credit card. She is not an active member and her estimated salary is 197428.640625.,0
